cve_mun_full,Municipio,NOM_MUN_CLEAN,temp_media_anual,ZON_TER,marginacion,electricidad_pct,computadoras_pct,internet_pct,infra_adaptada_pct,material_adaptado_pct,agua_potable_pct,lavabo_manos_pct,indice_infra_sep,escuelas_infied,luz_con_pct_infied,agua_red_pct_infied,bebederos_con_pct_infied,techumbre_con_pct_infied,ambito_urbano_pct_infied,ambito_rural_pct_infied,ambito_predominante_infied,control_predominante_infied
01001,AGUASCALIENTES,Aguascalientes,15.0,Templado,Muy bajo,99.6,76.5,86.6,59.8,31.7,98.9,98.5,0.8,74.0,100.0,98.65,51.35,55.41,63.51,36.49,URBANO,PÚBLICO
01002,CALVILLO,Asientos,15.0,Templado,Muy bajo,100.0,71.6,74.1,39.5,8.6,93.8,98.8,0.7,43.0,100.0,97.67,30.23,53.49,4.65,95.35,RURAL,PÚBLICO
01003,COSÍO,Calvillo,19.0,Semicálido,Muy bajo,97.6,72.0,64.6,42.7,26.8,91.5,95.1,0.7,42.0,100.0,100.0,23.81,69.05,23.81,76.19,RURAL,PÚBLICO
01004,JESÚS MARÍA,Cosío,15.0,Templado,Muy bajo,100.0,94.7,89.5,68.4,21.1,100.0,94.7,0.8,11.0,100.0,100.0,72.73,45.45,0.0,100.0,RURAL,PÚBLICO
01005,PABELLÓN DE ARTEAGA,Jesús María,15.0,Templado,Muy bajo,100.0,65.5,84.5,55.5,28.2,95.5,95.5,0.7,31.0,100.0,100.0,25.81,74.19,35.48,64.52,RURAL,PÚBLICO
01006,RINCÓN DE ROMOS,Pabellón de Arteaga,17.0,Templado,Muy bajo,100.0,79.5,76.9,51.3,10.3,100.0,97.4,0.7,14.0,100.0,100.0,57.14,85.71,50.0,50.0,RURAL,PÚBLICO
01007,SAN FRANCISCO DE LOS ROMO,Rincón de Romos,17.0,Templado,Muy bajo,98.3,71.7,68.3,51.7,15.0,96.7,98.3,0.7,29.0,100.0,100.0,37.93,89.66,17.24,82.76,RURAL,PÚBLICO
02001,ENSENADA,Ensenada,19.0,Semicálido,Muy bajo,94.3,69.3,67.3,50.7,27.2,88.5,92.8,0.7,,,,,,,,,
02002,MEXICALI,Mexicali,19.0,Semicálido,Muy bajo,98.9,76.6,81.8,53.0,25.6,96.5,97.1,0.8,5.0,100.0,100.0,40.0,100.0,80.0,20.0,URBANO,PÚBLICO
02003,PLAYAS DE ROSARITO,Tecate,21.0,Semicálido,Muy bajo,94.6,73.1,72.0,57.0,31.2,92.5,93.5,0.7,,,,,,,,,
02004,TECATE,Tijuana,17.0,Templado,Muy bajo,99.1,76.3,74.4,50.6,22.3,98.2,96.4,0.7,,,,,,,,,
02005,TIJUANA,Playas de Rosarito,17.0,Templado,Muy bajo,98.8,70.6,76.5,56.5,32.9,89.4,98.8,0.7,,,,,,,,,
03001,COMONDÚ,Comondú,19.0,Semicálido,Muy bajo,86.9,66.7,22.6,34.5,15.5,88.1,91.7,0.6,22.0,100.0,95.45,27.27,100.0,40.91,59.09,RURAL,PÚBLICO
03002,LA PAZ,Mulegé,23.0,Cálido,Muy bajo,86.1,71.3,41.6,33.7,19.8,80.2,90.1,0.6,4.0,100.0,100.0,25.0,100.0,25.0,75.0,RURAL,PÚBLICO
03003,LOS CABOS,La Paz,21.0,Semicálido,Muy bajo,86.6,65.9,40.1,58.6,34.1,88.4,92.7,0.7,28.0,100.0,96.43,35.71,96.43,46.43,53.57,RURAL,PÚBLICO
04001,CALAKMUL,Calkiní,25.0,Cálido,Bajo,100.0,56.1,24.4,43.9,7.3,90.2,92.7,0.6,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
04002,CALKINÍ,Campeche,25.0,Cálido,Muy bajo,94.8,63.4,40.8,54.5,28.8,94.2,86.4,0.7,1.0,100.0,100.0,100.0,100.0,100.0,0.0,URBANO,PÚBLICO
04003,CAMPECHE,Carmen,27.0,Muy cálido,Muy bajo,91.2,62.3,41.4,47.0,20.9,80.5,81.4,0.6,1.0,100.0,100.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
04004,CANDELARIA,Champotón,27.0,Muy cálido,Bajo,86.2,44.0,10.3,37.9,18.1,88.8,81.0,0.5,2.0,100.0,100.0,0.0,50.0,0.0,100.0,RURAL,PÚBLICO
04005,CARMEN,Hecelchakán,25.0,Cálido,Bajo,100.0,62.1,17.2,55.2,13.8,93.1,82.8,0.6,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
04006,CHAMPOTÓN,Hopelchén,25.0,Cálido,Medio,96.5,71.9,7.0,33.3,10.5,89.5,89.5,0.6,2.0,100.0,100.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
04007,DZITBALCHÉ,Palizada,27.0,Muy cálido,Medio,83.7,41.9,0.0,11.6,14.0,46.5,65.1,0.4,2.0,100.0,50.0,0.0,50.0,0.0,100.0,RURAL,PÚBLICO
04008,ESCÁRCEGA,Tenabo,25.0,Cálido,Bajo,84.6,69.2,7.7,38.5,30.8,69.2,92.3,0.6,,,,,,,,,
04009,HECELCHAKÁN,Escárcega,25.0,Cálido,Bajo,91.8,56.7,6.2,30.9,11.3,83.5,80.4,0.5,,,,,,,,,
04010,HOPELCHÉN,Calakmul,23.0,Cálido,Alto,94.5,71.4,2.2,13.2,13.2,38.5,75.8,0.4,3.0,100.0,66.67,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
04011,PALIZADA,Candelaria,23.0,Cálido,Alto,78.7,41.1,4.5,15.3,25.2,75.2,78.7,0.5,,,,,,,,,
04012,SEYBAPLAYA,Seybaplaya,25.0,Cálido,Bajo,80.0,50.0,10.0,80.0,40.0,100.0,90.0,0.6,,,,,,,,,
04013,TENABO,Dzitbalché,25.0,Cálido,,,,,,,,,,,,,,,,,,
05001,ACUÑA,Abasolo,21.0,Semicálido,Muy bajo,100.0,50.0,0.0,25.0,25.0,100.0,100.0,0.6,,,,,,,,,
05002,FRANCISCO I. MADERO,Acuña,21.0,Semicálido,Muy bajo,97.0,35.0,35.0,55.0,19.0,97.0,81.0,0.6,,,,,,,,,
05003,FRONTERA,Allende,21.0,Semicálido,Muy bajo,100.0,57.9,36.8,68.4,31.6,94.7,94.7,0.7,,,,,,,,,
05004,MATAMOROS,Arteaga,15.0,Templado,Muy bajo,100.0,68.8,14.6,37.5,16.7,75.0,81.3,0.6,3.0,100.0,100.0,66.67,33.33,100.0,0.0,URBANO,PÚBLICO
05005,MONCLOVA,Candela,19.0,Semicálido,Bajo,100.0,75.0,0.0,75.0,25.0,75.0,100.0,0.6,,,,,,,,,
05006,MÚZQUIZ,Castaños,17.0,Templado,Muy bajo,100.0,43.3,36.7,53.3,16.7,86.7,76.7,0.6,,,,,,,,,
05007,PIEDRAS NEGRAS,Cuatro Ciénegas,17.0,Templado,Muy bajo,86.7,70.0,13.3,20.0,0.0,53.3,63.3,0.4,,,,,,,,,
05008,RAMOS ARIZPE,Escobedo,21.0,Semicálido,Bajo,100.0,60.0,0.0,40.0,20.0,60.0,80.0,0.5,,,,,,,,,
05009,SALTILLO,Francisco I. Madero,21.0,Semicálido,Muy bajo,93.0,32.4,15.5,49.3,19.7,84.5,85.9,0.5,,,,,,,,,
05010,SAN JUAN DE SABINAS,Frontera,19.0,Semicálido,Muy bajo,97.9,27.7,34.0,76.6,25.5,95.7,80.9,0.6,,,,,,,,,
05011,SAN PEDRO,General Cepeda,15.0,Templado,Muy bajo,100.0,45.7,8.6,31.4,8.6,77.1,77.1,0.5,2.0,100.0,100.0,50.0,50.0,50.0,50.0,RURAL,PÚBLICO
05012,TORREÓN,Guerrero,21.0,Semicálido,Bajo,100.0,71.4,14.3,42.9,14.3,100.0,100.0,0.6,,,,,,,,,
06001,ARMERÍA,Armería,23.0,Cálido,Bajo,100.0,57.1,39.3,71.4,32.1,100.0,100.0,0.7,,,,,,,,,
06002,COLIMA,Colima,27.0,Muy cálido,Muy bajo,99.3,74.3,50.7,68.4,30.9,97.4,94.7,0.7,,,,,,,,,
06003,COMALA,Comala,25.0,Cálido,Muy bajo,100.0,76.0,40.0,80.0,40.0,88.0,92.0,0.7,,,,,,,,,
06004,COQUIMATLÁN,Coquimatlán,21.0,Semicálido,Muy bajo,100.0,63.0,37.0,66.7,11.1,92.6,92.6,0.7,,,,,,,,,
06005,CUAUHTÉMOC,Cuauhtémoc,25.0,Cálido,Muy bajo,96.8,77.4,51.6,71.0,32.3,87.1,93.5,0.7,,,,,,,,,
06006,IXTLAHUACÁN,Ixtlahuacán,27.0,Muy cálido,Bajo,94.1,64.7,17.6,52.9,41.2,88.2,82.4,0.6,,,,,,,,,
06007,MANZANILLO,Manzanillo,23.0,Cálido,Muy bajo,98.8,68.8,46.8,56.1,22.0,91.9,93.6,0.7,,,,,,,,,
06008,MINATITLÁN,Minatitlán,25.0,Cálido,Muy bajo,100.0,78.3,17.4,39.1,13.0,82.6,91.3,0.6,,,,,,,,,
06009,TECOMÁN,Tecomán,23.0,Cálido,Muy bajo,94.3,52.4,34.3,47.6,23.8,95.2,95.2,0.6,,,,,,,,,
06010,VILLA DE ÁLVAREZ,Villa de Álvarez,25.0,Cálido,Muy bajo,100.0,72.0,48.0,74.7,32.0,97.3,93.3,0.7,,,,,,,,,
07001,ACACOYAGUA,Acacoyagua,25.0,Cálido,Medio,83.3,12.5,2.1,4.2,22.9,41.7,47.9,0.3,,,,,,,,,
07002,ACALA,Acala,25.0,Cálido,Medio,91.7,13.9,5.6,5.6,13.9,52.8,75.0,0.4,,,,,,,,,
07003,ÁNGEL ALBINO CORZO,Acapetahua,23.0,Cálido,Alto,93.2,16.9,3.4,8.5,8.5,35.6,67.8,0.3,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
07004,ARRIAGA,Altamirano,17.0,Templado,Alto,96.8,15.8,2.1,1.1,4.2,41.1,47.4,0.3,,,,,,,,,
07005,BERRIOZÁBAL,Amatán,17.0,Templado,Alto,85.8,16.0,0.9,0.0,17.0,25.5,49.1,0.3,2.0,100.0,100.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
07006,BOCHIL,Amatenango de la Frontera,19.0,Semicálido,Alto,94.8,27.8,1.0,0.0,6.2,57.7,50.5,0.3,,,,,,,,,
07007,CACAHOATÁN,Amatenango del Valle,23.0,Cálido,Muy alto,92.0,20.0,0.0,0.0,4.0,36.0,60.0,0.3,,,,,,,,,
07008,CATAZAJÁ,Ángel Albino Corzo,21.0,Semicálido,Alto,92.3,21.2,0.0,7.7,1.9,59.6,57.7,0.3,,,,,,,,,
07009,CHAMULA,Arriaga,27.0,Muy cálido,Medio,93.2,28.8,11.9,11.9,5.1,52.5,67.8,0.4,,,,,,,,,
07010,CHIAPA DE CORZO,Bejucal de Ocampo,19.0,Semicálido,Alto,97.1,22.9,2.9,0.0,11.4,25.7,45.7,0.3,,,,,,,,,
07011,CHICOMUSELO,Bella Vista,15.0,Templado,Alto,91.7,12.5,0.0,0.0,15.3,45.8,56.9,0.3,,,,,,,,,
07012,CINTALAPA DE FIGUEROA,Berriozábal,25.0,Cálido,Medio,89.8,30.6,12.0,13.9,28.7,39.8,52.8,0.4,,,,,,,,,
07013,COMITÁN DE DOMÍNGUEZ,Bochil,21.0,Semicálido,Alto,85.6,15.6,4.4,3.3,12.2,43.3,53.3,0.3,1.0,100.0,0.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
07014,COPAINALÁ,El Bosque,17.0,Templado,Alto,91.5,25.5,0.0,2.1,2.1,44.7,55.3,0.3,,,,,,,,,
07015,ESCUINTLA,Cacahoatán,19.0,Semicálido,Medio,95.8,12.5,2.8,5.6,2.8,58.3,51.4,0.3,,,,,,,,,
07016,FRONTERA COMALAPA,Catazajá,25.0,Cálido,Alto,86.8,28.3,3.8,1.9,11.3,43.4,58.5,0.3,2.0,100.0,100.0,0.0,50.0,0.0,100.0,RURAL,PÚBLICO
07017,HUEHUETÁN,Cintalapa,25.0,Cálido,Medio,86.1,26.1,6.7,7.8,9.4,54.4,58.9,0.4,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
07018,HUIXTLA,Coapilla,25.0,Cálido,Alto,96.0,24.0,8.0,0.0,4.0,60.0,52.0,0.3,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
07019,JIQUIPILAS,Comitán de Domínguez,23.0,Cálido,Bajo,95.0,34.3,17.4,14.4,13.4,53.7,65.2,0.4,,,,,,,,,
07020,JITOTOL,La Concordia,19.0,Semicálido,Alto,75.3,19.2,3.4,5.5,27.4,26.0,63.0,0.3,,,,,,,,,
07021,JUÁREZ,Copainalá,27.0,Muy cálido,Medio,89.7,19.1,4.4,4.4,1.5,58.8,67.6,0.4,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
07022,LA CONCORDIA,Chalchihuitán,21.0,Semicálido,Muy alto,86.7,26.7,0.0,3.3,0.0,40.0,23.3,0.3,,,,,,,,,
07023,LAS MARGARITAS,Chamula,15.0,Templado,Muy alto,97.2,29.8,2.2,1.7,5.0,36.5,57.5,0.3,2.0,100.0,0.0,50.0,0.0,0.0,100.0,RURAL,PÚBLICO
07024,MAPASTEPEC,Chanal,17.0,Templado,Muy alto,90.3,9.7,6.5,3.2,3.2,25.8,41.9,0.3,,,,,,,,,
07025,MAZATÁN,Chapultenango,19.0,Semicálido,Alto,86.2,3.4,0.0,0.0,0.0,41.4,37.9,0.2,,,,,,,,,
07026,MOTOZINTLA,Chenalhó,15.0,Templado,Muy alto,95.5,30.0,0.9,0.0,7.3,41.8,47.3,0.3,,,,,,,,,
07027,OCOSINGO,Chiapa de Corzo,25.0,Cálido,Bajo,89.8,25.0,7.8,4.7,6.3,60.9,68.0,0.4,1.0,100.0,100.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
07028,OCOZOCOAUTLA DE ESPINOSA,Chiapilla,25.0,Cálido,Alto,100.0,42.9,14.3,14.3,14.3,85.7,100.0,0.5,,,,,,,,,
07029,OSTUACÁN,Chicoasén,23.0,Cálido,Medio,100.0,23.5,5.9,5.9,5.9,35.3,100.0,0.4,,,,,,,,,
07030,OXCHUC,Chicomuselo,23.0,Cálido,Alto,94.1,14.7,1.5,0.7,27.2,30.9,73.5,0.3,,,,,,,,,
07031,PALENQUE,Chilón,19.0,Semicálido,Muy alto,83.0,11.6,0.4,0.8,9.5,32.2,30.7,0.2,,,,,,,,,
07032,PICHUCALCO,Escuintla,23.0,Cálido,Alto,92.2,7.8,2.9,6.8,24.3,44.7,37.9,0.3,,,,,,,,,
07033,PIJIJIAPAN,Francisco León,23.0,Cálido,Alto,92.5,7.5,0.0,0.0,2.5,30.0,60.0,0.3,,,,,,,,,
07034,REFORMA,Frontera Comalapa,23.0,Cálido,Medio,97.5,31.1,8.2,4.1,2.5,68.0,57.4,0.4,,,,,,,,,
07035,SALTO DE AGUA,Frontera Hidalgo,27.0,Muy cálido,Alto,93.8,12.5,0.0,0.0,0.0,50.0,68.8,0.3,,,,,,,,,
07036,SAN CRISTÓBAL DE LAS CASAS,La Grandeza,13.0,Templado,Alto,96.6,13.8,0.0,0.0,3.4,34.5,48.3,0.3,,,,,,,,,
07037,SIMOJOVEL,Huehuetán,25.0,Cálido,Alto,93.8,15.4,9.2,10.8,10.8,35.4,63.1,0.3,1.0,100.0,100.0,0.0,100.0,100.0,0.0,URBANO,PÚBLICO
07038,SOYALÓ,Huixtán,15.0,Templado,Muy alto,95.3,20.3,3.1,1.6,4.7,42.2,45.3,0.3,,,,,,,,,
07039,SUCHIATE,Huitiupán,25.0,Cálido,Alto,92.1,25.8,1.1,0.0,6.7,47.2,52.8,0.3,,,,,,,,,
07040,TAPACHULA,Huixtla,25.0,Cálido,Medio,88.9,21.1,10.0,10.0,13.3,47.8,68.9,0.4,1.0,100.0,100.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
07041,TAPILULA,La Independencia,17.0,Templado,Alto,91.8,28.6,1.0,4.1,10.2,49.0,65.3,0.4,,,,,,,,,
07042,TECPATÁN,Ixhuatán,15.0,Templado,Medio,96.6,34.5,3.4,3.4,34.5,58.6,82.8,0.4,,,,,,,,,
07043,TEOPISCA,Ixtacomitán,23.0,Cálido,Medio,77.3,6.8,0.0,6.8,2.3,38.6,63.6,0.3,,,,,,,,,
07044,TILA,Ixtapa,25.0,Cálido,Alto,96.2,24.5,0.0,1.9,7.5,52.8,50.9,0.3,,,,,,,,,
07045,TONALÁ,Ixtapangajoya,23.0,Cálido,Alto,86.4,18.2,0.0,0.0,27.3,22.7,63.6,0.3,,,,,,,,,
07046,TUXTLA CHICO,Jiquipilas,25.0,Cálido,Medio,90.4,28.9,4.8,9.6,2.4,60.2,59.0,0.4,,,,,,,,,
07047,TUXTLA GUTIÉRREZ,Jitotol,15.0,Templado,Alto,84.9,9.4,1.9,1.9,7.5,34.0,60.4,0.3,,,,,,,,,
07048,TUZANTÁN,Juárez,25.0,Cálido,Medio,95.5,18.2,7.6,7.6,10.6,50.0,72.7,0.4,,,,,,,,,
07049,UNIÓN JUÁREZ,Larráinzar,13.0,Templado,Alto,96.5,30.2,2.3,1.2,29.1,30.2,54.7,0.3,1.0,100.0,100.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
07050,VENUSTIANO CARRANZA,La Libertad,25.0,Cálido,Medio,75.0,18.8,6.3,12.5,0.0,62.5,68.8,0.3,,,,,,,,,
07051,VILLA COMALTITLÁN,Mapastepec,25.0,Cálido,Medio,98.1,31.8,6.5,5.6,15.0,38.3,73.8,0.4,,,,,,,,,
07052,VILLA CORZO,Las Margaritas,25.0,Cálido,Alto,85.2,18.2,1.4,2.3,7.1,35.3,47.0,0.3,,,,,,,,,
07053,VILLAFLORES,Mazapa de Madero,13.0,Templado,Alto,86.7,24.4,2.2,2.2,6.7,51.1,37.8,0.3,,,,,,,,,
07054,YAJALÓN,Mazatán,27.0,Muy cálido,Alto,87.0,15.2,4.3,8.7,4.3,15.2,54.3,0.3,,,,,,,,,
08001,ALDAMA,Ahumada,17.0,Templado,Muy bajo,78.3,30.4,8.7,17.4,0.0,69.6,69.6,0.4,1.0,100.0,100.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
08002,ALLENDE,Aldama,17.0,Templado,Muy bajo,96.0,48.0,44.0,28.0,8.0,84.0,96.0,0.6,6.0,100.0,83.33,66.67,66.67,66.67,33.33,URBANO,PÚBLICO
08003,BOCOYNA,Allende,17.0,Templado,Muy bajo,93.3,33.3,46.7,26.7,0.0,80.0,80.0,0.5,,,,,,,,,
08004,CAMARGO,Aquiles Serdán,17.0,Templado,Muy bajo,92.9,35.7,42.9,21.4,0.0,92.9,92.9,0.5,3.0,100.0,100.0,66.67,33.33,66.67,33.33,URBANO,PÚBLICO
08005,CHIHUAHUA,Ascensión,17.0,Templado,Muy bajo,86.4,45.5,22.7,22.7,0.0,81.8,81.8,0.5,,,,,,,,,
08006,CUAUHTÉMOC,Bachíniva,11.0,Semifrio,Bajo,100.0,66.7,33.3,11.1,11.1,100.0,100.0,0.6,,,,,,,,,
08007,DELICIAS,Balleza,13.0,Templado,Muy alto,75.5,44.7,14.9,9.6,1.1,40.4,55.3,0.3,,,,,,,,,
08008,GUACHOCHI,Batopilas de Manuel Gómez Morín,13.0,Templado,Muy alto,61.5,28.6,3.3,1.1,0.0,26.4,39.6,0.2,,,,,,,,,
08009,GUERRERO,Bocoyna,11.0,Semifrio,Alto,79.6,52.4,10.7,16.5,4.9,49.5,69.9,0.4,3.0,100.0,100.0,100.0,0.0,0.0,100.0,RURAL,PÚBLICO
08010,HIDALGO DEL PARRAL,Buenaventura,17.0,Templado,Muy bajo,92.0,44.0,12.0,28.0,4.0,84.0,92.0,0.5,1.0,100.0,100.0,100.0,100.0,100.0,0.0,URBANO,PÚBLICO
08011,JIMÉNEZ,Camargo,17.0,Templado,Muy bajo,94.3,62.3,49.1,30.2,22.6,92.5,92.5,0.6,5.0,100.0,100.0,80.0,80.0,80.0,20.0,URBANO,PÚBLICO
08012,JUÁREZ,Carichí,11.0,Semifrio,Muy alto,72.7,33.3,15.2,3.0,3.0,66.7,69.7,0.4,,,,,,,,,
08013,MADERA,Casas Grandes,11.0,Semifrio,Muy bajo,81.0,42.9,23.8,19.0,4.8,76.2,90.5,0.5,1.0,100.0,100.0,100.0,100.0,100.0,0.0,URBANO,PÚBLICO
08014,MEOQUI,Coronado,17.0,Templado,Bajo,75.0,25.0,50.0,0.0,0.0,75.0,75.0,0.4,2.0,100.0,100.0,50.0,100.0,0.0,100.0,RURAL,PÚBLICO
08015,NUEVO CASAS GRANDES,Coyame del Sotol,17.0,Templado,Bajo,66.7,55.6,22.2,0.0,0.0,55.6,66.7,0.4,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
08016,OJINAGA,La Cruz,17.0,Templado,Muy bajo,100.0,83.3,66.7,16.7,0.0,100.0,83.3,0.6,2.0,100.0,100.0,50.0,100.0,50.0,50.0,RURAL,PÚBLICO
09001,ÁLVARO OBREGÓN,,,,,,,,,,,,,,,,,,,,,
09002,AZCAPOTZALCO,Azcapotzalco,15.0,Templado,Muy bajo,99.5,75.3,54.5,37.9,33.3,99.5,98.5,0.7,,,,,,,,,
09003,BENITO JUÁREZ,Coyoacán,15.0,Templado,Muy bajo,100.0,79.4,68.7,38.1,32.7,99.3,98.2,0.7,,,,,,,,,
09004,COYOACÁN,Cuajimalpa de Morelos,15.0,Templado,Muy bajo,100.0,85.8,74.5,48.9,44.0,99.3,99.3,0.8,,,,,,,,,
09005,CUAJIMALPA DE MORELOS,Gustavo A. Madero,15.0,Templado,Muy bajo,99.7,76.9,61.2,34.7,28.0,99.2,97.0,0.7,,,,,,,,,
09006,CUAUHTÉMOC,Iztacalco,17.0,Templado,Muy bajo,99.5,79.6,57.7,37.8,26.4,98.0,98.5,0.7,,,,,,,,,
09007,GUSTAVO A. MADERO,Iztapalapa,15.0,Templado,Muy bajo,99.2,70.0,54.8,45.2,29.7,97.8,95.8,0.7,,,,,,,,,
09008,IZTACALCO,La Magdalena Contreras,15.0,Templado,Muy bajo,100.0,83.2,68.3,48.5,28.7,100.0,97.0,0.8,,,,,,,,,
09009,IZTAPALAPA,Milpa Alta,15.0,Templado,Muy bajo,100.0,69.7,62.1,43.9,27.3,97.0,97.0,0.7,,,,,,,,,
09010,MIGUEL HIDALGO,Álvaro Obregón,15.0,Templado,Muy bajo,99.7,77.1,70.1,43.0,32.9,99.1,98.8,0.7,,,,,,,,,
09011,MILPA ALTA,Tláhuac,15.0,Templado,Muy bajo,100.0,67.5,63.1,58.0,45.2,96.2,94.3,0.7,,,,,,,,,
09012,TLÁHUAC,Tlalpan,15.0,Templado,Muy bajo,100.0,74.0,67.9,44.5,35.1,95.8,96.4,0.7,,,,,,,,,
09013,TLALPAN,Xochimilco,15.0,Templado,Muy bajo,100.0,76.5,59.9,51.9,38.5,96.8,97.3,0.7,,,,,,,,,
09014,VENUSTIANO CARRANZA,Benito Juárez,15.0,Templado,Muy bajo,100.0,85.4,76.9,36.8,30.2,99.5,98.6,0.8,,,,,,,,,
09015,XOCHIMILCO,Cuauhtémoc,17.0,Templado,Muy bajo,98.5,77.3,62.3,29.7,26.4,98.5,97.8,0.7,,,,,,,,,
10001,DURANGO,Canatlán,13.0,Templado,Muy bajo,86.1,58.2,16.5,17.7,5.1,91.1,83.5,0.5,,,,,,,,,
10001,DURANGO,Canatlán,13.0,Templado,83.5,86.1,58.2,16.5,17.7,5.1,91.1,83.5,0.5,,,,,,,,,
10002,GÓMEZ PALACIO,Canelas,23.0,Cálido,Alto,25.0,21.7,3.3,3.3,1.7,8.3,25.0,0.1,,,,,,,,,
10002,GÓMEZ PALACIO,Canelas,23.0,Cálido,25.0,25.0,21.7,3.3,3.3,1.7,8.3,25.0,0.1,,,,,,,,,
10003,LERDO,Coneto de Comonfort,15.0,Templado,Bajo,83.3,45.8,0.0,4.2,4.2,66.7,66.7,0.4,,,,,,,,,
10003,LERDO,Coneto de Comonfort,15.0,Templado,66.7,83.3,45.8,0.0,4.2,4.2,66.7,66.7,0.4,,,,,,,,,
10004,NOMBRE DE DIOS,Cuencamé,15.0,Templado,Muy bajo,88.6,60.0,14.3,22.9,10.0,77.1,77.1,0.5,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
10004,NOMBRE DE DIOS,Cuencamé,15.0,Templado,77.1,88.6,60.0,14.3,22.9,10.0,77.1,77.1,0.5,1.0,100.0,100.0,0.0,100.0,0.0,100.0,RURAL,PÚBLICO
10005,SAN DIMAS,Durango,15.0,Templado,Muy bajo,94.5,82.7,52.9,45.8,22.5,88.3,88.8,0.7,19.0,100.0,89.47,36.84,47.37,36.84,63.16,RURAL,PÚBLICO
10005,SAN DIMAS,Durango,15.0,Templado,88.8,94.5,82.7,52.9,45.8,22.5,88.3,88.8,0.7,19.0,100.0,89.47,36.84,47.37,36.84,63.16,RURAL,PÚBLICO
10006,SANTIAGO PAPASQUIARO,General Simón Bolívar,17.0,Templado,Medio,94.6,62.2,8.1,16.2,5.4,81.1,75.7,0.5,,,,,,,,,
10006,SANTIAGO PAPASQUIARO,General Simón Bolívar,17.0,Templado,75.7,94.6,62.2,8.1,16.2,5.4,81.1,75.7,0.5,,,,,,,,,
10007,TAMAZULA,Gómez Palacio,21.0,Semicálido,Muy bajo,94.4,68.0,36.7,36.4,19.1,96.9,93.7,0.6,3.0,100.0,100.0,66.67,100.0,0.0,100.0,RURAL,PÚBLICO
10007,TAMAZULA,Gómez Palacio,21.0,Semicálido,93.7,94.4,68.0,36.7,36.4,19.1,96.9,93.7,0.6,3.0,100.0,100.0,66.67,100.0,0.0,100.0,RURAL,PÚBLICO
10008,VICENTE GUERRERO,Guadalupe Victoria,15.0,Templado,Muy bajo,97.8,84.4,37.8,40.0,13.3,93.3,84.4,0.6,1.0,100.0,100.0,0.0,100.0,100.0,0.0,URBANO,PÚBLICO
10008,VICENTE GUERRERO,Guadalupe Victoria,15.0,Templado,84.4,97.8,84.4,37.8,40.0,13.3,93.3,84.4,0.6,1.0,100.0,100.0,0.0,100.0,100.0,0.0,URBANO,PÚBLICO
11001,ACÁMBARO,Abasolo,17.0,Templado,Bajo,97.4,65.5,40.5,32.8,17.2,95.7,97.4,0.6,5.0,100.0,100.0,40.0,0.0,40.0,60.0,RURAL,PÚBLICO
11002,APASEO EL ALTO,Acámbaro,15.0,Templado,Muy bajo,98.7,67.5,43.0,36.4,19.9,93.4,97.4,0.7,7.0,100.0,85.71,28.57,71.43,57.14,42.86,URBANO,PÚBLICO
11003,APASEO EL GRANDE,San Miguel de Allende,15.0,Templado,Bajo,95.3,74.8,34.9,28.4,16.9,87.1,91.4,0.6,6.0,100.0,50.0,16.67,16.67,33.33,66.67,RURAL,PÚBLICO
11004,CELAYA,Apaseo el Alto,15.0,Templado,Muy bajo,98.9,69.1,35.1,34.0,19.1,100.0,97.9,0.6,2.0,100.0,50.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
11005,COMONFORT,Apaseo el Grande,17.0,Templado,Muy bajo,91.0,54.0,38.0,38.0,18.0,97.0,96.0,0.6,,,,,,,,,
11006,CORONEO,Atarjea,15.0,Templado,Alto,100.0,80.6,93.5,35.5,6.5,38.7,83.9,0.6,2.0,100.0,0.0,0.0,0.0,0.0,100.0,RURAL,PÚBLICO
11007,DOCTOR MORA,Celaya,15.0,Templado,Muy bajo,96.7,60.1,62.8,51.8,27.0,97.0,97.0,0.7,7.0,100.0,100.0,42.86,28.57,28.57,71.43,RURAL,PÚBLICO
